"","age","gender","white","nrsk1","nrsk2","nrsk3","nrsk4","nben1","nben2","nben3","nben4","rskben","plantSite","plantNew","morePlants","college","grad","ideology","democrat","republican","con","liberal","year"
"1705",37,0,1,9,9,9,9,5,5,5,5,3,1,1,1,0,0,4,NA,NA,0,0,2006
"1706",26,1,0,10,10,10,5,8,8,8,8,4,5,5,5,0,0,4,0,0,0,0,2006
"1707",30,0,1,9,8,9,8,9,8,9,9,2,1,1,1,1,1,4,1,0,0,0,2006
"1708",28,1,1,8,5,8,8,10,7,10,10,7,7,7,7,1,1,5,1,0,1,0,2006
"1709",73,1,1,5,5,7,5,8,NA,9,8,7,6,NA,NA,0,0,5,0,0,1,0,2006
"1710",21,1,1,7,10,10,10,10,10,10,10,7,7,7,7,0,0,6,0,1,1,0,2006
"1711",64,0,1,8,7,9,10,8,8,9,9,5,4,4,4,1,0,2,1,0,0,1,2006
"1712",32,1,1,7,2,10,5,10,10,10,10,5,6,6,6,1,1,2,0,1,0,1,2006
"1713",27,1,1,6,6,6,2,5,6,5,4,6,5,5,5,1,1,6,0,1,1,0,2006
"1714",27,0,1,10,10,10,10,6,6,6,6,4,4,5,4.5,0,0,4,1,0,0,0,2006
"1715",75,0,1,8,10,9,10,4,7,4,6,3,1,1,1,1,0,3,1,0,0,1,2006
"1716",28,0,1,8,9,7,7,4,8,6,4,4,4,3,3.5,1,1,3,0,0,0,1,2006
"1717",22,1,1,4,1,5,8,3,6,4,5,5,2,4,3,1,0,4,0,1,0,0,2006
"1718",36,0,1,2,2,7,1,5,9,9,5,6,7,7,7,1,0,6,0,1,1,0,2006
"1719",26,1,1,2,2,5,0,9,8,10,10,6,5,6,5.5,0,0,6,0,1,1,0,2006
"1720",34,1,0,5,3,4,6,4,4,5,5,3,3,3,3,1,0,4,1,0,0,0,2006
"1721",49,0,1,5,3,8,2,9,9,9,9,6,7,7,7,0,0,3,0,0,0,1,2006
"1722",48,0,0,10,10,10,5,3,3,3,10,1,1,1,1,0,0,5,1,0,1,0,2006
"1723",20,0,0,10,10,10,NA,10,10,10,10,7,7,7,7,1,1,2,1,0,0,1,2006
"1724",40,1,1,1,1,4,3,10,9,9,10,6,6,7,6.5,1,1,4,0,0,0,0,2006
"1725",57,1,1,3,4,3,3,6,7,6,6,4,4,4,4,0,0,3,1,0,0,1,2006
"1726",23,0,1,10,10,10,10,8,8,8,6,3,3,2,2.5,1,0,2,1,0,0,1,2006
"1727",24,1,1,6,6,7,6,7,7,7,7,4,5,3,4,1,1,5,0,1,1,0,2006
"1728",60,1,1,4,6,4,4,8,8,8,8,4,6,6,6,1,1,2,1,0,0,1,2006
"1729",26,1,1,5,4,6,2,6,8,9,6,5,7,5,6,0,0,5,0,1,1,0,2006
"1730",23,1,1,4,5,4,5,5,4,5,4,4,4,3,3.5,0,0,2,1,0,0,1,2006
"1731",21,1,1,8,9,7,4,8,9,10,8,6,6,4,5,0,0,5,0,1,1,0,2006
"1732",20,0,1,5,6,6,2,9,7,6,8,3,4,3,3.5,0,0,2,0,0,0,1,2006
"1733",51,1,1,4,7,6,8,8,8,7,6,5,5,3,4,1,0,5,1,0,1,0,2006
"1734",39,0,1,10,10,10,10,10,10,10,10,1,1,1,1,1,0,7,0,1,1,0,2006
"1735",70,1,1,10,10,10,10,10,10,5,5,4,3,7,5,0,0,4,1,0,0,0,2006
"1736",54,1,1,10,10,10,10,10,6,5,10,3,1,1,1,0,0,6,0,1,1,0,2006
"1737",34,1,1,10,10,10,10,9,5,8,8,4,4,4,4,1,0,4,0,0,0,0,2006
"1738",41,0,0,6,5,4,5,4,5,5,4,5,4,4,4,0,0,3,0,0,0,1,2006
"1739",38,1,1,7,6,8,5,7,8,6,8,5,5,3,4,0,0,4,0,1,0,0,2006
"1740",40,1,0,9,10,10,8,8,10,8,9,5,6,3,4.5,0,0,3,0,0,0,1,2006
"1741",51,0,1,9,6,10,10,10,10,10,7,4,7,7,7,0,0,2,1,0,0,1,2006
"1742",37,0,1,10,9,10,9,10,10,10,7,7,6,6,6,1,0,4,0,0,0,0,2006
"1743",53,0,1,7,10,10,5,9,9,9,9,4,5,3,4,1,1,3,0,0,0,1,2006
"1744",39,1,1,6,2,7,3,7,6,6,7,5,6,5,5.5,0,0,5,0,1,1,0,2006
"1745",26,1,1,5,7,6,6,10,9,8,10,6,5,4,4.5,1,1,4,0,1,0,0,2006
"1746",44,0,0,9,9,9,5,9,5,8,8,4,7,1,4,1,1,4,1,0,0,0,2006
"1747",53,1,1,5,5,5,5,10,10,10,10,6,4,5,4.5,0,0,4,1,0,0,0,2006
"1748",44,1,1,1,2,4,3,8,8,10,8,7,7,7,7,0,0,7,0,1,1,0,2006
"1749",34,0,0,10,10,10,10,10,10,10,10,1,1,1,1,0,0,4,1,0,0,0,2006
"1750",39,0,1,10,7,10,7,10,10,10,10,4,4,4,4,1,1,6,1,0,1,0,2006
"1751",69,0,1,5,5,5,5,6,6,7,8,4,5,5,5,0,0,6,1,0,1,0,2006
"1752",27,1,1,6,6,8,4,8,7,8,8,4,4,5,4.5,1,1,5,1,0,1,0,2006
"1753",57,0,1,4,4,8,6,10,9,9,9,4,4,4,4,0,0,5,1,0,1,0,2006
"1754",53,0,1,9,9,10,9,9,5,10,8,4,4,4,4,0,0,4,1,0,0,0,2006
"1755",34,1,1,5,10,7,10,6,5,5,8,5,1,1,1,1,1,4,0,0,0,0,2006
"1756",47,1,0,8,9,7,9,6,4,6,6,2,2,6,4,1,1,2,1,0,0,1,2006
"1757",31,1,1,8,8,8,8,8,9,8,9,6,6,6,6,1,1,5,0,1,1,0,2006
"1758",NA,1,1,10,9,8,6,7,5,8,9,4,6,6,6,1,1,7,0,1,1,0,2006
"1759",42,1,0,1,1,3,7,10,10,9,10,6,5,6,5.5,0,0,4,0,1,0,0,2006
"1760",39,1,1,9,7,6,7,9,9,9,3,3,4,3,3.5,0,0,5,0,1,1,0,2006
"1761",33,1,1,8,7,6,6,8,8,9,9,5,5,4,4.5,1,1,2,1,0,0,1,2006
"1762",67,0,1,8,8,9,5,7,8,8,8,4,5,5,5,1,0,6,0,1,1,0,2006
"1763",39,1,1,2,4,8,3,7,5,4,7,6,7,7,7,0,0,6,0,1,1,0,2006
"1764",41,0,1,5,5,10,4,7,7,7,9,3,4,1,2.5,1,0,4,1,0,0,0,2006
"1765",57,1,1,3,3,6,3,8,8,8,8,6,7,7,7,1,1,6,0,1,1,0,2006
"1766",42,1,1,7,7,1,1,9,9,9,6,2,2,1,1.5,1,0,6,0,0,1,0,2006
"1767",26,0,1,8,8,8,9,7,9,8,7,5,4,5,4.5,1,0,3,1,0,0,1,2006
"1768",48,0,1,2,1,7,8,10,10,10,10,6,7,7,7,0,0,2,1,0,0,1,2006
"1769",56,1,1,10,9,10,6,5,5,5,5,5,2,2,2,0,0,4,1,0,0,0,2006
"1770",79,0,1,10,10,10,10,9,9,9,9,4,5,5,5,0,0,2,1,0,0,1,2006
"1771",52,0,1,8,8,4,6,7,5,5,5,4,4,4,4,0,0,5,1,0,1,0,2006
"1772",32,0,1,10,10,10,10,5,5,5,5,2,2,1,1.5,0,0,6,0,0,1,0,2006
"1773",63,0,1,8,9,9,8,9,9,8,8,5,5,5,5,1,1,4,0,1,0,0,2006
"1774",54,1,1,2,4,0,0,10,10,10,10,7,7,7,7,0,0,2,1,0,0,1,2006
"1775",33,0,1,6,8,8,4,7,7,7,7,1,1,1,1,1,1,1,1,0,0,1,2006
"1776",31,1,1,10,7,10,8,7,7,9,8,5,6,7,6.5,1,0,4,1,0,0,0,2006
"1777",32,1,0,10,10,10,8,5,5,8,6,4,5,1,3,1,0,3,0,1,0,1,2006
"1778",NA,0,1,10,10,10,10,10,8,10,10,1,4,5,4.5,0,0,4,1,0,0,0,2006
"1779",53,1,1,3,8,9,6,9,9,9,9,2,3,2,2.5,0,0,3,1,0,0,1,2006
"1780",44,0,1,3,6,8,4,8,9,8,7,5,5,4,4.5,1,0,3,1,0,0,1,2006
"1781",23,1,1,7,7,7,6,8,10,10,8,5,7,7,7,1,0,5,0,0,1,0,2006
"1782",66,0,1,6,3,6,2,8,9,8,10,3,5,5,5,0,0,2,1,0,0,1,2006
"1783",34,1,1,4,5,7,3,7,7,7,7,3,3,3,3,0,0,4,0,1,0,0,2006
"1784",27,0,1,5,NA,2,10,7,8,8,3,3,1,2,1.5,0,0,5,0,1,1,0,2006
"1785",75,0,1,8,10,10,8,8,9,5,10,4,3,1,2,0,0,5,0,1,1,0,2006
"1786",32,1,1,10,8,9,5,8,8,8,8,3,6,6,6,0,0,4,0,0,0,0,2006
"1787",60,1,0,8,8,10,8,8,9,9,8,5,6,6,6,1,0,7,0,1,1,0,2006
"1788",59,1,1,1,1,2,1,10,10,10,10,7,4,7,5.5,0,0,6,0,1,1,0,2006
"1789",75,0,1,3,3,5,2,8,8,9,6,5,3,7,5,1,0,5,0,1,1,0,2006
"1790",41,0,1,7,7,8,7,8,7,6,8,3,4,3,3.5,0,0,4,0,1,0,0,2006
"1791",30,1,0,10,10,10,10,2,6,2,2,4,2,2,2,0,0,2,0,0,0,1,2006
"1792",61,1,1,6,6,5,6,5,6,7,8,4,5,5,5,0,0,3,0,0,0,1,2006
"1793",72,0,1,7,8,7,3,3,1,2,2,2,2,1,1.5,1,1,1,0,0,0,1,2006
"1794",23,1,1,5,5,7,7,7,8,7,7,4,4,4,4,1,0,4,0,0,0,0,2006
"1795",53,1,1,1,2,2,2,9,10,10,6,6,7,7,7,1,1,4,0,1,0,0,2006
"1796",42,1,1,2,1,2,1,10,10,10,10,7,7,7,7,0,0,6,0,0,1,0,2006
"1797",70,0,1,5,5,8,2,9,8,10,8,4,4,4,4,1,0,2,1,0,0,1,2006
"1798",57,1,1,7,4,8,2,7,6,7,6,5,5,4,4.5,0,0,5,1,0,1,0,2006
"1799",29,0,0,10,10,10,10,10,10,10,7,4,2,2,2,1,1,3,1,0,0,1,2006
"1800",18,1,1,5,4,5,2,8,7,7,6,4,5,5,5,1,0,5,0,1,1,0,2006
"1801",47,1,1,4,1,1,1,10,10,10,10,7,7,7,7,0,0,5,0,1,1,0,2006
"1802",38,0,1,9,9,9,9,5,5,5,5,3,3,3,3,0,0,5,0,0,1,0,2006
"1803",66,1,1,2,1,10,3,5,10,10,10,7,7,7,7,1,1,6,0,1,1,0,2006
"1804",67,1,1,2,2,7,2,10,7,7,7,6,7,7,7,1,0,5,0,0,1,0,2006
"1805",63,1,1,2,2,7,2,10,10,10,10,5,6,6,6,1,0,5,0,1,1,0,2006
"1806",40,0,1,7,9,7,7,10,9,10,6,4,4,4,4,0,0,4,1,0,0,0,2006
"1807",36,0,1,7,7,9,6,8,8,8,8,4,4,4,4,0,0,7,0,1,1,0,2006
"1808",40,1,0,8,7,8,6,8,8,9,10,6,6,4,5,0,0,2,1,0,0,1,2006
"1809",36,1,1,8,8,10,3,10,10,10,10,1,1,1,1,0,0,3,1,0,0,1,2006
"1810",56,0,1,9,9,10,8,1,1,1,1,1,1,1,1,0,0,4,1,0,0,0,2006
"1811",47,1,1,2,3,4,2,8,8,8,7,3,6,6,6,0,0,6,0,1,1,0,2006
"1812",64,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3.5,0,0,4,1,0,0,0,2006
"1813",66,1,1,2,1,3,1,9,9,8,3,6,7,7,7,0,0,6,0,1,1,0,2006
"1814",27,1,1,10,10,10,10,10,10,10,10,7,7,7,7,1,1,7,0,1,1,0,2006
"1815",59,1,0,6,9,3,3,9,5,8,8,5,3,3,3,0,0,2,1,0,0,1,2006
"1816",33,1,1,5,8,8,2,9,8,9,9,6,5,7,6,0,0,5,0,0,1,0,2006
"1817",34,1,1,10,10,10,10,0,0,0,0,1,1,1,1,1,1,4,1,0,0,0,2006
"1818",31,0,1,5,5,5,5,5,5,5,5,4,NA,5,NA,0,0,4,0,0,0,0,2006
"1819",51,0,1,3,0,10,0,10,10,10,10,7,7,7,7,0,0,6,0,1,1,0,2006
"1820",57,1,1,8,6,9,4,8,9,8,3,5,6,3,4.5,1,1,5,0,0,1,0,2006
"1821",55,0,1,8,8,8,8,8,8,8,8,4,4,4,4,0,0,4,0,0,0,0,2006
"1822",55,1,0,1,2,3,10,9,10,8,10,6,7,7,7,0,0,1,1,0,0,1,2006
"1823",30,0,1,9,9,6,3,7,1,8,8,4,4,4,4,1,0,3,1,0,0,1,2006
"1824",71,1,1,1,2,6,1,10,8,9,9,7,6,6,6,0,0,4,1,0,0,0,2006
"1825",54,1,1,8,8,8,8,8,8,8,8,4,5,5,5,1,1,4,0,0,0,0,2006
"1826",32,1,1,5,5,10,5,10,10,10,10,4,5,5,5,0,0,1,0,1,0,1,2006
"1827",31,1,1,2,3,4,1,5,8,8,8,5,6,6,6,0,0,6,0,1,1,0,2006
"1828",39,0,1,6,6,5,3,7,7,7,8,4,4,4,4,0,0,3,0,0,0,1,2006
"1829",75,0,1,9,5,8,9,9,9,8,8,5,5,6,5.5,1,0,4,0,0,0,0,2006
"1830",68,1,1,2,2,1,1,10,10,10,10,7,7,7,7,1,1,3,1,0,0,1,2006
"1831",39,0,1,10,10,10,10,8,8,8,9,4,5,2,3.5,0,0,4,0,0,0,0,2006
"1832",49,1,1,1,1,0,0,10,10,10,10,1,7,7,7,0,0,4,1,0,0,0,2006
"1833",33,1,1,9,9,10,5,7,10,10,10,4,6,4,5,1,1,6,0,1,1,0,2006
"1834",48,1,1,5,5,9,3,5,7,8,7,6,6,6,6,0,0,4,1,0,0,0,2006
"1835",64,1,1,10,10,10,10,5,6,5,5,2,1,1,1,1,0,4,0,1,0,0,2006
"1836",33,0,0,7,7,7,7,9,9,9,9,2,2,2,2,0,0,6,0,1,1,0,2006
"1837",48,1,1,9,9,10,4,8,7,7,8,5,4,4,4,0,0,7,1,0,1,0,2006
"1838",18,0,0,4,4,7,1,7,8,6,7,5,4,4,4,1,0,2,1,0,0,1,2006
"1839",71,0,1,9,7,7,9,8,5,5,8,2,3,2,2.5,0,0,6,0,0,1,0,2006
"1840",24,1,1,10,10,8,10,7,7,7,6,4,4,4,4,1,1,4,0,0,0,0,2006
"1841",58,1,1,5,5,10,10,8,6,7,7,4,5,1,3,1,0,2,1,0,0,1,2006
"1842",43,0,1,6,6,7,6,5,5,5,5,5,4,4,4,1,0,5,0,0,1,0,2006
"1843",31,1,0,2,4,2,2,7,9,10,10,6,7,7,7,0,0,5,1,0,1,0,2006
"1844",41,0,1,10,10,10,10,6,6,6,6,5,1,1,1,1,1,4,1,0,0,0,2006
"1845",41,1,1,9,9,9,9,8,8,8,8,4,6,6,6,1,0,2,1,0,0,1,2006
"1846",26,0,1,7,7,4,2,7,7,7,5,2,4,3,3.5,1,0,2,0,0,0,1,2006
"1847",50,0,1,10,10,10,10,8,8,8,8,5,5,5,5,0,0,4,0,1,0,0,2006
"1848",30,1,1,10,8,2,3,8,10,10,4,5,2,7,4.5,0,0,4,1,0,0,0,2006
"1849",24,0,1,9,9,10,8,6,5,4,8,4,2,2,2,0,0,4,0,0,0,0,2006
"1850",67,0,1,9,9,10,4,10,10,9,8,4,5,6,5.5,1,1,5,1,0,1,0,2006
"1851",69,0,1,8,8,9,9,9,9,9,9,4,6,6,6,0,0,4,0,0,0,0,2006
"1852",58,1,0,2,3,5,7,0,10,10,3,7,7,7,7,1,0,6,0,1,1,0,2006
"1853",22,1,0,5,5,5,5,4,6,5,7,4,1,7,4,0,0,4,0,0,0,0,2006
"1854",25,1,1,5,5,10,0,5,8,10,10,6,6,5,5.5,0,0,6,0,1,1,0,2006
"1855",64,1,1,7,7,8,7,3,6,6,4,3,4,4,4,1,0,6,0,1,1,0,2006
"1856",27,1,0,4,6,6,5,8,8,9,8,5,6,4,5,0,0,2,1,0,0,1,2006
"1857",75,1,1,3,2,2,4,8,8,8,8,5,5,5,5,1,0,5,0,1,1,0,2006
"1858",48,0,1,3,7,4,4,9,8,9,9,6,6,6,6,0,0,6,0,1,1,0,2006
"1859",25,1,1,5,5,3,3,10,10,10,10,3,4,4,4,1,1,5,0,1,1,0,2006
"1860",45,0,0,7,8,10,7,9,9,9,9,5,5,5,5,1,0,6,0,1,1,0,2006
"1861",39,1,1,4,4,3,6,6,6,7,7,4,3,3,3,1,0,4,0,0,0,0,2006
"1862",65,0,1,10,10,10,10,10,10,10,10,4,7,4,5.5,0,0,4,1,0,0,0,2006
"1863",31,1,1,9,7,9,6,4,9,9,7,4,7,4,5.5,0,0,3,0,0,0,1,2006
"1864",49,0,1,10,10,10,2,6,6,6,0,2,2,1,1.5,0,0,6,0,1,1,0,2006
"1865",23,0,1,10,10,10,8,8,8,9,7,4,5,4,4.5,0,0,4,0,0,0,0,2006
"1866",55,1,1,1,1,5,5,8,10,10,10,6,7,7,7,0,0,7,0,0,1,0,2006
"1867",54,1,0,9,9,7,4,5,5,5,5,3,4,4,4,1,1,5,0,0,1,0,2006
"1868",67,1,1,5,9,2,2,4,8,7,3,4,4,3,3.5,0,0,4,0,1,0,0,2006
"1869",67,1,1,3,2,5,7,10,10,10,10,7,6,7,6.5,0,0,5,0,1,1,0,2006
"1870",33,1,1,10,10,10,7,4,4,6,6,2,2,1,1.5,0,0,4,0,1,0,0,2006
"1871",72,0,1,2,7,6,4,7,8,9,8,6,4,6,5,0,0,3,1,0,0,1,2006
"1872",24,0,1,9,8,7,10,8,10,9,8,3,3,3,3,0,0,4,0,1,0,0,2006
"1873",39,0,1,8,8,8,8,7,7,8,6,3,5,4,4.5,1,0,4,0,0,0,0,2006
"1874",67,0,1,10,10,10,10,9,9,9,9,4,1,1,1,0,0,6,1,0,1,0,2006
"1875",35,1,1,9,7,10,10,10,9,9,9,5,6,6,6,0,0,6,0,1,1,0,2006
"1876",52,0,1,10,9,10,10,7,5,10,8,5,5,4,4.5,1,0,4,1,0,0,0,2006
"1877",47,1,1,9,10,9,10,9,9,5,5,1,1,1,1,0,0,4,1,0,0,0,2006
"1878",40,0,1,1,2,2,6,5,NA,5,5,4,4,4,4,1,0,4,0,0,0,0,2006
"1879",44,0,1,7,9,8,6,8,8,8,8,4,4,4,4,1,0,4,1,0,0,0,2006
"1880",63,0,1,5,5,5,5,5,5,5,5,4,4,4,4,0,0,3,1,0,0,1,2006
"1881",48,0,1,8,9,10,9,7,10,9,2,1,1,1,1,1,0,4,0,1,0,0,2006
"1882",21,1,1,9,9,8,10,6,5,5,5,3,3,2,2.5,0,0,5,0,0,1,0,2006
"1883",77,0,1,8,8,10,8,8,8,8,8,5,5,6,5.5,1,1,3,1,0,0,1,2006
"1884",41,0,1,7,9,8,8,9,5,9,10,4,4,5,4.5,0,0,4,0,1,0,0,2006
"1885",73,0,1,10,10,10,7,8,8,7,7,7,5,5,5,1,0,7,0,1,1,0,2006
"1886",54,1,1,5,6,7,7,9,9,10,9,6,5,3,4,0,0,4,1,0,0,0,2006
"1887",34,0,1,5,3,3,1,10,10,10,10,7,5,5,5,0,0,5,0,1,1,0,2006
"1888",65,1,1,3,7,5,0,9,10,10,8,7,5,7,6,0,0,6,0,1,1,0,2006
"1889",59,1,1,NA,5,9,8,6,8,6,5,3,5,3,4,1,0,6,0,1,1,0,2006
"1890",35,0,1,5,5,7,4,5,7,8,7,6,5,5,5,0,0,2,1,0,0,1,2006
"1891",44,1,1,3,6,6,4,10,10,8,10,5,5,4,4.5,0,0,4,1,0,0,0,2006
"1892",53,0,1,10,10,10,10,10,10,10,10,4,5,7,6,0,0,3,1,0,0,1,2006
"1893",51,0,1,2,4,9,8,10,10,10,10,6,5,5,5,1,1,4,0,0,0,0,2006
"1894",22,1,1,3,5,2,1,5,6,6,6,5,5,3,4,1,1,4,0,0,0,0,2006
"1895",53,1,1,5,6,1,3,9,9,9,9,7,6,6,6,1,1,1,1,0,0,1,2006
"1896",65,1,1,5,5,5,5,9,8,8,8,5,5,5,5,0,0,3,1,0,0,1,2006
"1897",72,0,1,10,9,5,5,10,10,10,10,6,7,1,4,0,0,2,1,0,0,1,2006
"1898",53,1,1,5,3,3,1,10,10,10,10,4,7,7,7,0,0,5,0,0,1,0,2006
"1899",24,0,0,7,7,7,7,7,7,7,7,2,3,2,2.5,0,0,2,1,0,0,1,2006
"1900",45,0,1,5,5,8,7,8,7,3,7,5,2,2,2,0,0,4,1,0,0,0,2006
"1901",46,1,1,1,0,0,0,10,10,10,10,6,7,7,7,0,0,4,0,1,0,0,2006
"1902",68,1,1,5,5,5,1,8,8,8,8,7,6,6,6,0,0,5,0,0,1,0,2006
"1903",54,1,1,4,6,7,2,9,8,9,8,5,5,5,5,1,0,6,0,1,1,0,2006
"1904",59,0,1,10,10,10,10,10,8,10,6,1,1,4,2.5,1,0,4,1,0,0,0,2006
"1905",20,1,1,10,10,10,6,10,10,10,10,1,1,1,1,0,0,2,1,0,0,1,2006
"1906",26,1,1,3,2,2,1,10,10,10,10,4,4,4,4,0,0,3,0,0,0,1,2006
"1907",50,1,1,8,10,6,4,10,7,7,5,1,1,1,1,0,0,2,0,0,0,1,2006
"1908",32,1,1,6,8,7,7,6,5,6,6,5,4,4,4,0,0,2,1,0,0,1,2006
"1909",23,0,1,2,2,2,1,10,9,9,10,6,5,5,5,1,0,6,0,1,1,0,2006
"1910",44,1,1,8,8,9,10,5,5,5,5,3,2,2,2,0,0,4,0,0,0,0,2006
"1911",42,1,1,5,7,9,3,9,7,8,8,3,4,3,3.5,0,0,2,1,0,0,1,2006
"1912",25,0,1,8,8,7,6,8,8,8,8,3,3,2,2.5,0,0,5,0,1,1,0,2006
"1913",36,0,1,9,9,9,5,6,4,7,6,2,2,2,2,0,0,4,1,0,0,0,2006
"1914",51,1,1,8,6,10,8,9,7,7,8,4,5,6,5.5,1,0,4,0,1,0,0,2006
"1915",39,0,0,2,2,4,3,5,5,5,5,4,5,3,4,0,0,4,0,0,0,0,2006
"1916",21,1,1,10,10,10,8,8,8,7,8,3,3,3,3,0,0,2,1,0,0,1,2006
"1917",65,1,1,2,2,3,4,9,9,9,9,6,6,6,6,1,1,3,1,0,0,1,2006
"1918",71,0,1,7,6,10,4,10,8,10,10,4,5,5,5,0,0,4,0,1,0,0,2006
"1919",63,0,1,5,5,5,5,5,5,5,5,4,4,5,4.5,1,0,4,0,0,0,0,2006
"1920",55,0,1,10,10,10,10,3,3,3,10,1,1,1,1,0,0,5,0,0,1,0,2006
"1921",34,0,0,9,9,10,8,6,9,9,9,5,5,5,5,0,0,2,1,0,0,1,2006
"1922",37,0,1,6,8,10,2,4,9,10,8,6,4,5,4.5,1,0,7,0,1,1,0,2006
"1923",43,0,1,5,7,9,5,4,5,5,4,4,3,3,3,1,1,4,1,0,0,0,2006
"1924",36,0,1,6,5,7,5,7,7,7,7,2,1,1,1,0,0,4,1,0,0,0,2006
"1925",25,0,0,9,10,9,9,NA,NA,NA,NA,5,7,7,7,1,0,3,0,1,0,1,2006
"1926",64,1,1,3,3,3,3,7,7,7,7,3,4,3,3.5,1,0,5,0,1,1,0,2006
"1927",38,0,1,7,6,7,6,6,NA,6,7,5,4,5,4.5,1,0,7,0,1,1,0,2006
"1928",71,1,1,0,1,1,0,10,10,10,10,7,7,7,7,0,0,2,1,0,0,1,2006
"1929",43,1,0,1,1,1,1,5,10,10,1,7,7,7,7,1,1,6,0,0,1,0,2006
"1930",30,0,1,9,10,10,7,8,8,8,8,3,4,6,5,0,0,5,0,1,1,0,2006
"1931",25,0,1,7,8,7,8,8,10,10,8,5,5,3,4,0,0,4,1,0,0,0,2006
"1932",58,1,1,2,4,8,2,9,9,9,9,6,6,6,6,1,1,5,0,1,1,0,2006
"1933",38,1,0,10,10,10,5,10,8,8,10,3,1,1,1,0,0,3,1,0,0,1,2006
"1934",41,0,1,10,10,10,10,9,9,9,9,4,4,3,3.5,0,0,4,1,0,0,0,2006
"1935",39,0,1,9,9,8,10,7,8,7,7,4,3,3,3,1,1,4,1,0,0,0,2006
"1936",42,0,1,5,5,5,5,9,5,5,5,3,3,2,2.5,1,0,4,0,1,0,0,2006
"1937",63,1,1,3,2,2,5,8,7,8,7,6,6,6,6,1,0,5,0,1,1,0,2006
"1938",60,0,1,2,9,9,8,6,6,6,6,3,2,2,2,1,0,4,0,1,0,0,2006
"1939",63,1,1,1,1,5,1,7,7,7,7,4,5,5,5,0,0,4,0,0,0,0,2006
"1940",55,0,1,3,3,6,4,9,9,9,9,5,7,4,5.5,0,0,3,1,0,0,1,2006
"1941",28,1,1,7,3,7,5,7,4,6,7,4,3,6,4.5,1,0,2,1,0,0,1,2006
"1942",39,0,1,8,8,10,10,10,10,10,9,5,4,4,4,1,1,4,1,0,0,0,2006
"1943",40,1,1,10,10,10,10,5,10,2,2,3,4,4,4,0,0,5,0,1,1,0,2006
"1944",26,0,1,10,10,10,7,8,9,10,10,3,5,7,6,0,0,6,0,0,1,0,2006
"1945",32,1,1,5,4,5,3,4,7,2,6,4,5,6,5.5,1,0,4,0,1,0,0,2006
"1946",40,0,1,9,9,9,10,2,2,0,0,1,1,1,1,0,0,3,1,0,0,1,2006
"1947",67,0,1,10,10,10,10,5,4,5,6,4,1,1,1,1,1,4,NA,NA,0,0,2006
"1948",36,1,0,10,10,10,10,9,8,8,10,3,4,4,4,0,0,4,1,0,0,0,2006
"1949",29,0,1,5,5,6,5,5,5,6,6,3,4,4,4,0,0,4,0,1,0,0,2006
"1950",66,0,1,5,7,10,7,6,6,6,6,5,5,5,5,1,1,4,0,1,0,0,2006
"1951",60,0,1,10,7,7,0,10,10,10,10,7,7,7,7,1,1,5,0,1,1,0,2006
"1952",34,1,1,6,5,5,5,6,7,8,8,5,4,4,4,0,0,4,1,0,0,0,2006
"1953",49,0,1,10,10,10,5,4,3,5,4,2,1,1,1,0,0,3,0,1,0,1,2006
"1954",36,0,1,4,6,9,8,7,6,9,6,5,4,4,4,0,0,1,1,0,0,1,2006
"1955",57,0,1,8,7,10,8,5,4,5,5,1,1,1,1,0,0,2,1,0,0,1,2006
"1956",77,1,1,1,1,0,0,10,10,10,9,7,7,7,7,0,0,6,0,1,1,0,2006
"1957",24,1,1,6,6,8,8,3,7,8,2,6,5,5,5,1,1,5,0,1,1,0,2006
"1958",NA,NA,1,9,5,0,6,8,5,8,5,1,1,1,1,1,0,4,0,0,0,0,2006
"1959",55,1,1,3,5,7,9,10,10,7,10,5,4,5,4.5,1,0,5,0,1,1,0,2006
"1960",42,1,1,8,8,9,7,9,7,9,9,2,5,1,3,1,1,2,0,0,0,1,2006
"1961",35,1,1,1,6,6,3,7,7,5,6,5,5,4,4.5,1,0,5,0,0,1,0,2006
"1962",31,0,1,6,7,9,7,7,9,6,7,4,1,1,1,0,0,4,0,0,0,0,2006
"1963",33,1,1,1,2,2,1,9,9,9,9,6,4,6,5,1,0,3,1,0,0,1,2006
"1964",33,0,1,8,10,NA,8,9,6,7,9,4,6,3,4.5,1,1,6,0,1,1,0,2006
"1965",28,0,1,10,10,10,10,8,8,8,6,3,4,3,3.5,1,1,4,0,1,0,0,2006
"1966",41,1,1,2,3,4,7,10,10,10,10,5,5,2,3.5,1,0,3,0,0,0,1,2006
"1967",47,0,1,7,10,10,4,10,5,8,10,3,5,1,3,1,1,3,1,0,0,1,2006
"1968",27,1,1,10,3,10,6,8,6,7,6,5,4,7,5.5,1,1,4,1,0,0,0,2006
"1969",71,1,0,10,10,10,6,10,10,10,10,4,1,1,1,1,0,7,1,0,1,0,2006
"1970",48,0,0,10,10,10,10,4,4,4,4,3,1,1,1,0,0,7,0,0,1,0,2006
"1971",49,0,1,6,8,6,7,8,8,8,9,5,5,6,5.5,1,1,2,1,0,0,1,2006
"1972",55,0,1,10,10,10,10,5,5,5,5,5,4,4,4,1,0,4,1,0,0,0,2006
"1973",31,0,1,7,7,8,7,6,6,8,6,4,4,4,4,0,0,6,0,1,1,0,2006
