"","age","gender","white","nrsk1","nrsk2","nrsk3","nrsk4","nben1","nben2","nben3","nben4","rskben","plantSite","plantNew","morePlants","college","grad","ideology","democrat","republican","con","liberal","year"
"30533",56,0,1,NA,4,3,4,0,0,0,0,5,5,6,5.5,0,0,4,1,0,0,0,2022
"30534",57,0,1,2,0,5,1,10,10,10,10,6,5,5,5,0,0,6,0,1,1,0,2022
"30535",32,0,1,3,3,3,5,5,5,10,10,3,4,4,4,0,0,6,0,1,1,0,2022
"30536",59,1,1,3,2,3,2,8,9,10,7,7,6,6,6,1,0,7,0,1,1,0,2022
"30537",41,1,1,6,6,5,4,NA,NA,NA,NA,4,4,4,4,0,0,4,1,0,0,0,2022
"30538",62,1,1,10,10,10,10,5,10,5,10,4,1,4,2.5,0,0,1,1,0,0,1,2022
"30539",45,0,1,NA,5,5,5,6,5,4,4,4,4,4,4,0,0,4,0,0,0,0,2022
"30540",63,1,1,3,4,3,5,10,10,10,0,7,7,1,4,0,0,NA,0,0,NA,NA,2022
"30541",59,0,1,5,7,10,3,6,10,8,10,4,4,3,3.5,0,0,5,0,1,1,0,2022
"30542",56,0,1,10,10,10,8,10,10,10,10,1,3,3,3,0,0,5,1,0,1,0,2022
"30543",61,0,1,1,3,6,5,6,4,5,6,5,3,3,3,0,0,5,0,0,1,0,2022
"30544",34,0,1,7,7,7,7,6,7,6,6,4,7,2,4.5,0,0,5,0,1,1,0,2022
"30545",64,0,1,7,9,9,10,6,3,4,8,2,1,2,1.5,1,0,3,1,0,0,1,2022
"30546",60,1,1,2,1,5,1,10,10,9,7,7,7,7,7,1,1,7,0,1,1,0,2022
"30547",64,0,1,10,10,10,10,0,0,0,0,1,1,1,1,0,0,4,0,1,0,0,2022
"30548",62,0,1,5,5,5,5,5,5,5,5,5,2,2,2,0,0,4,0,1,0,0,2022
"30549",63,0,1,10,10,10,10,0,0,0,0,1,1,1,1,0,0,6,0,0,1,0,2022
"30550",36,0,1,9,9,10,10,9,9,10,10,4,5,4,4.5,0,0,4,0,0,0,0,2022
"30551",59,0,1,8,7,8,6,5,6,4,5,2,2,2,2,1,0,1,0,0,0,1,2022
"30552",59,0,1,9,8,7,5,3,3,3,3,1,1,1,1,0,0,1,1,0,0,1,2022
"30553",60,1,1,3,3,3,4,10,10,10,10,7,7,7,7,0,0,5,0,1,1,0,2022
"30554",58,0,1,5,7,5,3,9,8,8,8,6,6,4,5,0,0,2,0,0,0,1,2022
"30555",41,0,1,7,8,6,8,10,10,10,10,4,4,4,4,1,1,4,0,0,0,0,2022
"30556",55,1,1,7,1,6,2,10,9,9,10,7,7,7,7,1,1,4,0,0,0,0,2022
"30557",37,1,1,7,4,7,5,10,10,10,10,6,5,4,4.5,0,0,1,0,0,0,1,2022
"30558",62,0,1,6,6,6,4,5,6,5,5,3,3,3,3,1,0,3,0,0,0,1,2022
"30559",54,0,1,6,5,9,1,8,10,6,10,6,5,3,4,0,0,4,0,0,0,0,2022
"30560",63,0,1,9,9,9,9,7,7,10,7,4,4,4,4,0,0,2,0,0,0,1,2022
"30561",51,1,1,4,5,3,2,3,8,7,5,5,4,2,3,1,0,3,1,0,0,1,2022
"30562",46,0,1,10,10,9,10,1,6,5,4,2,1,1,1,0,0,5,0,1,1,0,2022
"30563",59,0,1,8,8,8,7,0,3,7,0,1,4,4,4,0,0,5,0,0,1,0,2022
"30564",60,1,1,7,5,7,2,8,3,5,3,2,1,1,1,0,0,6,0,1,1,0,2022
"30565",41,0,1,10,10,10,10,7,6,6,6,5,5,5,5,0,0,4,0,1,0,0,2022
"30566",52,1,1,3,2,3,3,4,7,6,4,3,3,3,3,1,0,4,0,0,0,0,2022
"30567",41,0,1,5,9,7,10,10,10,10,8,4,4,5,4.5,0,0,4,0,0,0,0,2022
"30568",40,0,1,10,9,10,7,10,10,10,10,5,6,5,5.5,0,0,3,0,1,0,1,2022
"30569",39,1,1,10,7,10,5,0,10,7,7,5,7,3,5,0,0,6,0,1,1,0,2022
"30570",61,0,1,8,5,8,5,5,5,0,5,1,1,1,1,0,0,7,0,1,1,0,2022
"30571",31,0,1,10,9,9,9,10,8,3,7,2,3,4,3.5,0,0,4,0,0,0,0,2022
"30572",37,0,1,6,9,8,2,6,6,6,10,3,1,1,1,1,0,2,0,0,0,1,2022
"30573",46,0,1,5,5,5,5,5,5,5,5,4,1,5,3,0,0,3,0,0,0,1,2022
"30574",59,0,1,8,8,8,8,5,5,5,5,5,4,4,4,0,0,4,0,1,0,0,2022
"30575",63,0,1,8,7,8,1,5,5,2,0,2,1,1,1,1,0,6,0,1,1,0,2022
"30576",64,0,1,1,1,1,0,1,8,4,1,6,5,5,5,0,0,5,0,0,1,0,2022
"30577",48,0,1,8,8,8,8,8,8,9,8,7,4,4,4,1,0,4,0,0,0,0,2022
"30578",64,0,1,5,5,5,5,8,10,10,8,5,7,7,7,0,0,6,0,1,1,0,2022
"30579",36,0,1,6,7,10,10,1,8,3,2,2,2,1,1.5,0,0,4,0,0,0,0,2022
"30580",61,0,1,1,1,2,1,9,9,9,8,6,6,6,6,1,0,5,0,0,1,0,2022
"30581",60,0,1,4,4,6,4,6,4,8,6,5,4,4,4,1,0,5,0,1,1,0,2022
"30582",52,1,1,3,3,5,3,10,10,10,10,7,7,7,7,1,1,6,0,1,1,0,2022
"30583",63,0,1,6,6,8,8,8,5,8,7,5,4,4,4,1,0,4,0,0,0,0,2022
"30584",61,1,1,8,8,8,8,4,4,5,4,3,2,2,2,0,0,6,0,1,1,0,2022
"30585",48,0,1,10,10,10,10,8,6,10,10,2,2,2,2,1,1,4,0,0,0,0,2022
"30586",37,1,1,5,5,5,5,5,5,5,5,4,4,4,4,0,0,6,0,1,1,0,2022
"30587",61,0,1,6,3,5,6,7,10,4,7,5,4,4,4,0,0,6,0,1,1,0,2022
"30588",64,0,1,10,10,10,10,10,10,10,10,4,2,2,2,0,0,4,0,1,0,0,2022
"30589",41,1,1,10,10,10,10,5,8,8,5,3,4,4,4,0,0,2,0,0,0,1,2022
"30590",64,0,1,10,10,10,10,10,10,10,9,4,1,1,1,0,0,6,0,1,1,0,2022
"30591",64,0,1,5,3,10,2,8,10,7,7,7,6,7,6.5,1,0,6,0,1,1,0,2022
"30592",36,0,1,9,7,8,7,7,4,4,6,6,4,5,4.5,0,0,4,1,0,0,0,2022
"30593",27,0,1,10,8,8,7,6,8,9,6,2,3,1,2,0,0,3,0,0,0,1,2022
"30594",54,0,1,5,5,5,5,5,5,5,5,4,4,4,4,0,0,4,0,1,0,0,2022
"30595",62,1,1,5,5,8,5,5,5,10,5,4,3,4,3.5,0,0,6,0,1,1,0,2022
"30596",64,0,1,1,1,3,1,8,8,9,8,6,5,5,5,0,0,5,0,1,1,0,2022
"30597",57,0,1,4,4,6,4,7,7,7,7,4,4,3,3.5,0,0,2,1,0,0,1,2022
"30598",59,0,1,10,10,9,10,5,5,5,9,1,1,1,1,0,0,6,0,1,1,0,2022
"30599",43,0,1,6,8,5,6,6,6,8,9,4,4,3,3.5,1,1,4,0,0,0,0,2022
"30600",64,0,1,7,7,7,7,7,7,7,7,5,5,5,5,0,0,7,0,1,1,0,2022
"30601",62,0,1,0,0,5,6,10,8,8,5,2,5,2,3.5,0,0,6,0,0,1,0,2022
"30602",55,1,1,10,9,7,9,10,10,10,10,4,5,5,5,0,0,3,0,0,0,1,2022
"30603",62,0,1,5,5,5,5,6,6,6,6,4,4,4,4,0,0,4,0,1,0,0,2022
"30604",59,1,1,9,8,8,10,5,4,6,9,2,2,1,1.5,0,0,2,1,0,0,1,2022
"30605",60,0,1,10,10,10,10,10,10,8,7,2,3,1,2,1,1,3,0,0,0,1,2022
"30606",57,1,1,3,3,3,1,9,9,9,9,7,6,6,6,1,1,6,0,1,1,0,2022
"30607",62,1,1,3,4,5,2,8,10,10,8,NA,4,4,4,0,0,4,0,0,0,0,2022
"30608",56,1,1,5,5,5,4,7,5,7,6,4,3,1,2,1,0,4,1,0,0,0,2022
"30609",34,0,1,10,10,10,10,4,4,4,4,1,4,4,4,0,0,3,0,1,0,1,2022
"30610",63,1,1,1,4,8,1,10,10,9,8,6,7,7,7,0,0,7,0,1,1,0,2022
"30611",45,0,1,1,5,6,1,6,6,7,5,4,4,4,4,1,1,6,0,1,1,0,2022
"30612",62,0,1,8,7,8,7,2,7,2,4,3,1,1,1,0,0,4,0,1,0,0,2022
"30613",57,1,1,8,8,8,2,7,8,9,8,6,6,6,6,0,0,6,0,1,1,0,2022
"30614",42,1,1,7,4,6,5,5,4,5,5,2,1,1,1,0,0,4,0,0,0,0,2022
"30615",63,0,1,3,3,5,3,8,9,9,8,2,6,7,6.5,0,0,5,0,1,1,0,2022
"30616",63,0,1,10,10,10,10,6,6,5,6,4,2,5,3.5,0,0,4,0,0,0,0,2022
"30617",57,0,1,2,2,5,2,4,5,9,7,4,4,5,4.5,1,0,4,0,0,0,0,2022
"30618",58,0,1,6,3,7,1,9,9,9,7,7,7,7,7,0,0,6,0,1,1,0,2022
"30619",64,1,1,10,10,10,10,10,10,10,9,4,4,7,5.5,1,0,4,1,0,0,0,2022
"30620",60,1,1,5,3,3,2,5,5,7,6,3,5,5,5,1,1,4,1,0,0,0,2022
"30621",63,1,1,2,4,3,3,3,2,NA,2,7,5,3,4,0,0,4,1,0,0,0,2022
"30622",57,0,1,9,9,9,9,10,8,8,9,7,1,1,1,0,0,4,0,0,0,0,2022
"30623",25,0,1,8,8,6,7,10,9,8,10,5,5,5,5,1,0,2,1,0,0,1,2022
"30624",64,0,1,5,5,5,5,5,5,5,5,4,4,4,4,0,0,5,0,1,1,0,2022
"30625",56,0,1,10,9,9,8,0,3,10,10,1,1,1,1,0,0,6,0,1,1,0,2022
"30626",63,0,1,6,6,6,4,8,7,8,7,5,3,2,2.5,1,0,2,0,1,0,1,2022
"30627",64,1,1,6,6,6,6,7,7,6,6,1,3,2,2.5,0,0,4,1,0,0,0,2022
"30628",53,0,1,9,9,9,4,6,6,6,6,2,1,1,1,0,0,4,0,0,0,0,2022
"30629",39,0,1,10,10,10,10,10,10,10,10,4,1,1,1,0,0,4,0,0,0,0,2022
"30630",27,0,1,10,6,7,10,6,5,5,7,1,1,1,1,0,0,4,0,0,0,0,2022
"30631",44,1,1,5,5,8,5,5,5,5,5,3,2,2,2,0,0,2,0,0,0,1,2022
"30632",48,0,1,8,5,2,3,3,8,9,2,2,5,6,5.5,0,0,6,0,0,1,0,2022
"30633",60,0,1,0,0,0,0,0,0,0,0,7,1,1,1,1,0,2,0,0,0,1,2022
"30634",60,1,1,5,7,5,0,7,7,7,7,4,5,5,5,1,1,5,0,1,1,0,2022
"30635",52,0,1,10,10,10,10,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,2022
"30636",64,0,1,5,5,5,5,3,7,4,6,3,4,4,4,0,0,4,0,0,0,0,2022
"30637",62,0,1,8,6,8,8,7,7,7,7,4,3,4,3.5,0,0,5,0,0,1,0,2022
"30638",58,0,1,6,7,8,7,7,7,8,8,5,5,5,5,1,0,4,0,0,0,0,2022
"30639",64,1,1,6,5,8,5,3,9,5,5,3,5,5,5,0,0,7,0,1,1,0,2022
"30640",47,0,1,6,4,6,5,7,6,6,5,3,4,2,3,1,0,6,0,1,1,0,2022
"30641",61,0,1,9,10,10,10,8,10,9,10,2,1,1,1,1,0,2,1,0,0,1,2022
"30642",61,0,1,6,2,8,2,10,10,10,10,3,6,5,5.5,0,0,5,0,0,1,0,2022
"30643",31,0,1,10,10,10,10,0,0,0,0,1,1,1,1,0,0,5,1,0,1,0,2022
"30644",25,0,1,8,9,8,7,10,10,9,10,5,5,5,5,0,0,1,0,0,0,1,2022
"30645",58,0,1,8,6,10,1,7,3,6,3,5,3,4,3.5,0,0,4,0,1,0,0,2022
"30646",60,1,1,2,2,3,5,5,5,5,5,5,5,5,5,1,0,5,0,1,1,0,2022
"30647",61,1,1,0,0,2,0,10,10,10,10,7,7,7,7,0,0,6,0,1,1,0,2022
"30648",62,0,1,8,7,8,8,10,10,10,10,5,6,6,6,0,0,3,0,0,0,1,2022
"30649",49,0,1,6,6,6,6,7,7,9,8,6,5,5,5,0,0,4,0,1,0,0,2022
"30650",55,0,1,10,10,10,8,10,10,10,10,5,1,6,3.5,0,0,3,1,0,0,1,2022
"30651",53,0,1,7,7,10,7,4,4,4,3,2,1,1,1,0,0,7,0,1,1,0,2022
"30652",64,0,1,8,7,7,4,5,7,7,5,4,5,5,5,0,0,4,0,0,0,0,2022
"30653",58,1,1,8,8,8,8,9,9,8,8,3,3,3,3,0,0,4,1,0,0,0,2022
"30654",62,0,1,10,10,10,10,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,2022
"30655",60,0,1,4,8,6,7,6,8,2,5,1,1,1,1,1,1,1,1,0,0,1,2022
"30656",63,1,1,7,3,6,4,7,10,9,9,6,6,6,6,0,0,6,0,0,1,0,2022
"30657",59,1,1,1,1,1,10,1,1,1,1,4,7,7,7,1,0,7,0,1,1,0,2022
"30658",64,0,1,9,9,10,10,9,9,9,9,3,3,2,2.5,0,0,7,0,1,1,0,2022
"30659",58,0,1,1,1,5,1,10,10,10,10,6,4,6,5,0,0,6,0,0,1,0,2022
"30660",58,1,1,7,8,10,8,9,9,10,10,2,1,1,1,1,0,2,1,0,0,1,2022
"30661",61,0,1,7,7,8,4,3,6,5,3,4,4,4,4,0,0,5,0,1,1,0,2022
"30662",41,0,1,3,3,3,5,8,8,9,10,6,5,4,4.5,0,0,4,0,0,0,0,2022
"30663",55,0,1,10,5,8,5,5,5,5,5,4,4,4,4,0,0,4,0,0,0,0,2022
"30664",57,0,1,8,8,3,2,4,5,8,5,4,4,3,3.5,0,0,4,1,0,0,0,2022
"30665",63,0,1,5,6,6,7,6,8,8,7,4,4,4,4,1,1,1,1,0,0,1,2022
"30666",52,0,1,5,2,8,5,10,10,10,10,6,7,5,6,0,0,7,0,1,1,0,2022
"30667",61,1,1,8,8,9,8,5,8,5,5,5,4,4,4,0,0,4,0,0,0,0,2022
"30668",42,0,1,7,5,5,5,5,5,6,6,4,3,3,3,0,0,4,0,0,0,0,2022
"30669",54,0,1,10,10,10,5,5,4,5,5,4,4,4,4,0,0,6,0,1,1,0,2022
"30670",37,0,1,8,9,10,5,7,4,4,5,3,4,5,4.5,0,0,4,0,1,0,0,2022
"30671",40,1,1,2,6,2,4,4,2,6,7,4,4,4,4,1,0,7,0,1,1,0,2022
"30672",41,0,1,1,1,2,1,3,3,1,3,6,4,4,4,0,0,6,0,1,1,0,2022
"30673",27,0,1,5,5,5,5,5,5,5,5,4,4,4,4,0,0,4,0,1,0,0,2022
"30674",50,0,1,1,1,2,1,10,10,10,10,7,7,7,7,0,0,6,0,1,1,0,2022
"30675",44,1,1,5,5,5,3,8,8,8,8,5,6,6,6,1,0,6,0,0,1,0,2022
"30676",58,1,1,5,7,9,2,5,10,10,10,3,4,5,4.5,0,0,6,0,1,1,0,2022
"30677",51,0,1,7,7,7,7,9,9,9,8,4,3,3,3,0,0,4,0,0,0,0,2022
"30678",39,0,1,5,5,5,5,4,4,4,6,4,7,7,7,0,0,5,1,0,1,0,2022
"30679",56,0,1,8,9,9,8,10,10,8,10,3,1,4,2.5,0,0,4,0,0,0,0,2022
"30680",57,0,1,2,1,1,1,8,8,10,8,6,7,5,6,0,0,7,0,1,1,0,2022
"30681",64,1,1,5,4,5,4,5,6,6,5,3,4,3,3.5,1,1,6,0,0,1,0,2022
"30682",38,1,1,5,6,5,5,5,5,8,5,5,2,2,2,0,0,1,1,0,0,1,2022
"30683",63,0,1,6,4,6,4,7,7,5,7,3,1,1,1,0,0,4,NA,NA,0,0,2022
"30684",58,0,1,10,10,10,10,4,5,5,5,5,3,3,3,0,0,6,0,1,1,0,2022
"30685",51,0,1,8,6,8,7,4,4,0,4,3,4,3,3.5,0,0,3,0,0,0,1,2022
"30686",37,0,1,0,0,0,0,0,0,0,0,4,1,1,1,0,0,4,0,1,0,0,2022
"30687",62,1,1,3,2,6,2,5,8,8,5,2,5,5,5,1,0,7,0,0,1,0,2022
"30688",37,1,1,8,8,9,9,9,8,8,7,5,6,5,5.5,1,0,2,1,0,0,1,2022
"30689",42,0,1,10,10,10,10,5,6,6,7,2,1,1,1,0,0,7,0,1,1,0,2022
"30690",39,0,1,5,7,10,3,9,9,9,9,3,2,2,2,1,1,2,1,0,0,1,2022
"30691",63,1,1,5,5,3,5,9,9,9,9,5,6,6,6,0,0,7,0,0,1,0,2022
"30692",62,1,1,6,7,7,2,10,10,10,1,5,5,5,5,0,0,5,0,1,1,0,2022
"30693",56,0,1,10,10,10,10,5,5,5,6,2,3,2,2.5,0,0,4,0,0,0,0,2022
"30694",50,0,1,10,6,9,8,10,10,10,10,4,2,4,3,0,0,4,0,1,0,0,2022
"30695",55,0,1,10,10,10,10,10,10,10,10,4,4,4,4,0,0,4,1,0,0,0,2022
"30696",38,0,1,5,5,7,7,8,8,8,10,4,4,4,4,1,1,3,1,0,0,1,2022
"30697",39,0,1,8,7,8,10,5,1,5,4,2,2,2,2,0,0,1,0,0,0,1,2022
"30698",49,0,1,8,8,10,8,7,9,8,10,7,6,7,6.5,1,0,4,1,0,0,0,2022
"30699",52,0,1,5,7,4,8,6,5,4,7,4,3,3,3,0,0,5,0,0,1,0,2022
"30700",54,0,1,6,5,8,4,7,7,7,7,4,4,4,4,0,0,7,0,1,1,0,2022
"30701",33,0,1,5,5,5,5,5,5,5,5,4,4,3,3.5,0,0,6,0,0,1,0,2022
"30702",30,0,1,5,5,5,5,5,5,5,5,1,1,1,1,0,0,1,1,0,0,1,2022
"30703",43,0,1,10,10,10,10,3,3,4,4,3,1,1,1,1,0,4,0,0,0,0,2022
"30704",44,0,1,7,7,7,7,4,5,5,4,2,3,2,2.5,1,0,2,1,0,0,1,2022
"30705",53,1,1,8,9,10,9,9,10,9,NA,6,6,6,6,0,0,2,1,0,0,1,2022
"30706",43,0,1,10,10,10,10,0,0,1,10,2,1,1,1,0,0,4,0,0,0,0,2022
"30707",54,0,1,4,3,7,3,9,9,9,9,4,5,6,5.5,0,0,6,1,0,1,0,2022
"30708",32,0,1,5,7,5,7,5,3,1,2,1,1,1,1,0,0,3,0,0,0,1,2022
"30709",47,0,1,9,9,8,8,8,7,9,9,4,5,4,4.5,0,0,4,1,0,0,0,2022
"30710",37,0,1,7,7,7,7,9,9,9,9,5,6,5,5.5,0,0,4,0,0,0,0,2022
"30711",38,0,1,NA,8,NA,8,2,2,5,2,4,3,3,3,0,0,5,0,1,1,0,2022
"30712",45,0,1,7,6,6,5,5,6,6,5,4,5,5,5,0,0,3,0,0,0,1,2022
"30713",45,0,1,3,2,2,2,3,3,2,3,4,4,4,4,0,0,4,0,0,0,0,2022
"30714",40,0,1,9,10,10,7,10,6,0,7,7,7,7,7,1,1,6,1,0,1,0,2022
"30715",49,1,1,9,9,9,5,8,8,8,8,3,5,5,5,0,0,5,0,1,1,0,2022
"30716",54,1,1,5,2,3,4,0,5,0,1,2,1,1,1,1,0,5,0,0,1,0,2022
"30717",32,1,1,5,5,6,2,6,9,7,8,4,5,6,5.5,NA,NA,6,0,1,1,0,2022
"30718",24,0,1,7,6,5,5,7,6,8,8,6,3,5,4,0,0,1,1,0,0,1,2022
"30719",50,1,1,6,7,7,5,6,6,7,7,3,3,3,3,0,0,4,0,0,0,0,2022
"30720",53,1,1,2,2,6,3,5,10,7,7,5,5,5,5,0,0,6,0,1,1,0,2022
"30721",45,0,1,2,3,3,5,7,7,6,6,6,5,4,4.5,0,0,3,1,0,0,1,2022
"30722",51,0,1,7,7,7,7,7,7,7,7,5,2,2,2,0,0,4,0,0,0,0,2022
"30723",48,0,1,9,5,9,5,8,9,8,8,5,4,5,4.5,0,0,4,0,0,0,0,2022
"30724",36,0,1,7,6,7,3,5,7,7,4,3,4,4,4,0,0,6,0,1,1,0,2022
"30725",45,0,1,4,3,8,0,6,5,0,10,4,2,3,2.5,0,0,2,0,0,0,1,2022
"30726",49,0,1,7,8,9,7,6,6,6,6,5,3,1,2,0,0,4,0,0,0,0,2022
"30727",46,0,1,10,10,10,10,10,10,10,10,3,1,1,1,0,0,6,0,1,1,0,2022
"30728",37,0,1,8,8,10,7,6,8,9,7,5,3,5,4,0,0,6,0,1,1,0,2022
"30729",44,0,1,6,8,5,8,1,1,1,1,2,2,1,1.5,1,0,3,0,0,0,1,2022
"30730",36,0,1,10,10,10,10,10,10,10,10,1,3,4,3.5,1,1,7,1,0,1,0,2022
"30731",38,0,1,7,7,7,7,6,6,6,6,3,3,3,3,0,0,4,1,0,0,0,2022
"30732",25,1,1,2,3,2,2,10,10,10,10,7,7,7,7,0,0,3,0,0,0,1,2022
"30733",54,0,1,3,2,4,3,10,10,10,10,6,6,6,6,0,0,6,0,0,1,0,2022
"30734",49,0,1,6,3,5,4,8,7,8,8,4,4,4,4,1,0,3,1,0,0,1,2022
"30735",45,0,1,5,5,5,5,5,5,5,5,4,3,3,3,0,0,5,0,1,1,0,2022
"30736",51,0,1,6,6,8,6,7,7,8,7,2,4,2,3,1,0,5,0,1,1,0,2022
"30737",54,0,1,7,9,8,9,8,10,10,8,4,5,6,5.5,0,0,4,0,1,0,0,2022
"30738",32,0,1,9,9,8,3,10,10,10,10,7,5,6,5.5,1,1,3,1,0,0,1,2022
"30739",44,1,1,0,4,2,5,0,4,3,0,6,3,3,3,0,0,3,0,0,0,1,2022
"30740",51,1,1,1,1,7,5,7,10,7,7,7,7,7,7,1,0,7,0,1,1,0,2022
"30741",45,0,1,5,5,1,1,3,4,5,3,3,4,4,4,0,0,4,0,0,0,0,2022
"30742",40,0,1,5,5,5,5,5,5,5,5,3,4,4,4,1,0,4,0,0,0,0,2022
"30743",51,0,1,5,5,5,5,5,5,5,5,4,4,4,4,0,0,6,0,1,1,0,2022
"30744",29,0,1,3,4,4,3,4,5,5,4,4,5,4,4.5,0,0,5,1,0,1,0,2022
"30745",39,0,1,5,5,5,5,5,5,5,5,4,4,4,4,0,0,4,0,0,0,0,2022
"30746",31,0,1,10,10,10,10,4,0,0,0,1,1,1,1,0,0,4,0,0,0,0,2022
"30747",20,0,1,9,8,10,8,8,7,4,9,3,4,5,4.5,0,0,2,1,0,0,1,2022
"30748",36,0,1,9,9,10,10,10,10,10,10,1,1,1,1,0,0,4,0,0,0,0,2022
"30749",46,0,1,0,0,4,0,10,8,5,10,2,1,1,1,0,0,3,1,0,0,1,2022
"30750",43,0,1,10,10,10,10,4,4,0,4,4,1,1,1,0,0,4,0,0,0,0,2022
"30751",52,0,1,6,6,6,6,2,4,5,6,4,3,2,2.5,0,0,5,0,0,1,0,2022
"30752",37,0,1,10,10,10,10,5,10,9,5,4,7,7,7,0,0,4,0,0,0,0,2022
"30753",40,1,1,9,9,9,9,10,9,10,9,5,7,7,7,1,1,4,1,0,0,0,2022
"30754",38,1,1,8,7,8,9,7,7,8,9,5,5,6,5.5,1,0,2,1,0,0,1,2022
"30755",36,0,1,7,7,10,7,6,6,6,6,4,4,4,4,1,0,5,0,1,1,0,2022
"30756",43,0,1,5,5,7,1,5,10,10,10,4,2,2,2,0,0,6,0,1,1,0,2022
"30757",34,0,1,10,10,10,10,1,4,5,5,2,2,2,2,0,0,4,0,0,0,0,2022
"30758",35,0,1,10,10,10,10,6,5,5,8,3,4,5,4.5,1,1,4,0,0,0,0,2022
"30759",19,0,1,5,3,8,7,NA,NA,NA,NA,3,6,4,5,0,0,4,0,0,0,0,2022
"30760",52,0,1,10,8,10,9,5,5,5,5,1,1,1,1,0,0,4,0,0,0,0,2022
"30761",41,0,1,10,10,10,10,10,10,10,10,4,2,1,1.5,0,0,1,1,0,0,1,2022
"30762",37,0,1,4,6,6,3,5,9,9,9,6,7,7,7,0,0,6,0,1,1,0,2022
"30763",46,0,1,10,10,10,10,8,9,10,5,1,1,1,1,0,0,4,0,0,0,0,2022
"30764",28,1,1,10,10,10,5,4,10,10,0,2,4,1,2.5,0,0,4,0,0,0,0,2022
"30765",33,0,1,5,5,5,5,5,5,5,5,4,4,4,4,0,0,4,0,0,0,0,2022
"30766",40,0,1,3,3,3,3,4,4,4,4,3,5,4,4.5,0,0,5,0,0,1,0,2022
"30767",27,0,1,6,9,9,9,10,10,10,10,6,3,5,4,0,0,4,0,0,0,0,2022
"30768",22,1,1,6,6,6,7,7,6,6,6,4,4,4,4,1,0,2,0,0,0,1,2022
"30769",52,0,1,9,5,8,5,5,6,5,4,5,4,4,4,0,0,4,0,0,0,0,2022
"30770",44,0,1,7,8,7,8,8,8,7,8,5,4,4,4,0,0,4,0,1,0,0,2022
"30771",51,0,1,7,10,10,4,6,4,6,4,4,1,1,1,0,0,1,0,0,0,1,2022
"30772",36,0,1,6,8,8,7,8,5,7,6,3,5,2,3.5,1,1,4,1,0,0,0,2022
"30773",29,0,1,10,10,10,10,10,10,10,10,6,6,6,6,1,0,1,1,0,0,1,2022
"30774",44,1,1,10,10,10,10,10,10,10,10,5,7,5,6,1,1,7,0,1,1,0,2022
"30775",37,0,1,5,5,5,5,5,5,5,5,4,4,4,4,0,0,4,0,0,0,0,2022
"30776",37,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,2022
"30777",41,0,1,7,6,7,8,8,8,8,7,6,5,7,6,0,0,3,1,0,0,1,2022
"30778",54,0,1,7,10,10,9,6,10,8,4,4,1,2,1.5,0,0,6,0,0,1,0,2022
"30779",30,0,1,3,6,5,4,7,4,5,5,4,4,4,4,0,0,4,0,0,0,0,2022
"30780",40,1,1,7,6,7,2,6,7,6,7,5,6,3,4.5,1,0,6,0,1,1,0,2022
"30781",50,0,1,7,7,7,5,5,7,5,5,3,4,3,3.5,1,0,3,0,0,0,1,2022
"30782",38,0,1,5,5,5,5,10,10,10,10,4,4,4,4,0,0,7,0,0,1,0,2022
"30783",22,0,1,8,5,7,6,NA,7,7,7,5,4,4,4,1,0,4,0,0,0,0,2022
"30784",30,1,1,10,10,10,10,10,10,10,10,7,7,6,6.5,1,0,1,1,0,0,1,2022
"30785",54,1,1,5,6,5,5,0,0,0,0,1,1,1,1,0,0,7,0,1,1,0,2022
"30786",49,0,1,10,10,10,10,10,10,10,10,7,1,1,1,0,0,3,0,0,0,1,2022
"30787",42,0,1,8,9,7,6,8,5,3,7,3,3,4,3.5,0,0,1,0,0,0,1,2022
"30788",33,1,1,10,10,10,10,10,6,9,10,3,3,2,2.5,1,0,2,1,0,0,1,2022
"30789",31,0,1,9,9,9,9,9,9,9,9,6,6,6,6,0,0,4,0,1,0,0,2022
"30790",43,0,1,5,5,5,5,5,5,5,5,4,4,4,4,0,0,6,0,0,1,0,2022
"30791",51,0,1,8,9,10,8,5,2,5,5,3,3,2,2.5,0,0,4,0,0,0,0,2022
"30792",35,0,1,10,10,10,10,5,5,5,4,4,2,3,2.5,0,0,5,0,1,1,0,2022
"30793",41,0,1,7,8,9,5,7,7,9,5,5,4,5,4.5,0,0,3,0,1,0,1,2022
"30794",42,1,1,10,7,5,8,0,2,0,0,1,1,1,1,0,0,5,0,0,1,0,2022
"30795",40,1,1,9,9,9,9,10,10,10,10,3,7,7,7,1,0,4,1,0,0,0,2022
"30796",18,0,1,10,10,4,7,10,4,7,10,1,1,1,1,0,0,4,0,0,0,0,2022
"30797",35,1,1,6,5,7,6,8,7,6,6,5,5,5,5,1,1,4,1,0,0,0,2022
"30798",48,1,1,10,10,10,10,10,5,10,5,4,1,1,1,0,0,4,1,0,0,0,2022
"30799",35,1,1,8,9,9,8,10,7,7,10,5,4,3,3.5,1,1,6,1,0,1,0,2022
"30800",34,1,1,7,7,8,8,7,8,7,7,3,5,5,5,1,0,6,1,0,1,0,2022
"30801",40,1,1,5,5,5,5,10,10,10,10,7,7,7,7,1,0,6,0,1,1,0,2022
